Filename	HiF	LoF	Species Manual ID	SppAccp	#Maj	#Accp	~Spp	1st	2nd	3rd	4th	Fc mean	Fc StdDev	Dur mean	Dur StdDev	calls/sec	mean HiFreq	mean LoFreq	mean UpprSlp	mean LwrSlp	mean TotalSlp	mean PrecedingIntvl	ParentDir	NextDirUp	FileLength(sec)	Version	AccpQuality	Max#CallsConsidered
EASTLA1_20140623_170616.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	EASTLA1_June_shorts_0623_0627	EASTLA1_June_shorts	8.00	4.22	0.80	16
EASTLA1_20140623_170640.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	EASTLA1_June_shorts_0623_0627	EASTLA1_June_shorts	8.00	4.22	0.80	16
EASTLA1_20140623_170720.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	EASTLA1_June_shorts_0623_0627	EASTLA1_June_shorts	8.00	4.22	0.80	16
EASTLA1_20140623_170736.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	EASTLA1_June_shorts_0623_0627	EASTLA1_June_shorts	8.00	4.22	0.80	16
EASTLA1_20140623_170832.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	EASTLA1_June_shorts_0623_0627	EASTLA1_June_shorts	8.00	4.22	0.80	16
EASTLA1_20140623_170848.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	EASTLA1_June_shorts_0623_0627	EASTLA1_June_shorts	8.00	4.22	0.80	16
EASTLA1_20140623_170856.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	EASTLA1_June_shorts_0623_0627	EASTLA1_June_shorts	8.00	4.22	0.80	16
EASTLA1_20140623_170928.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	EASTLA1_June_shorts_0623_0627	EASTLA1_June_shorts	8.00	4.22	0.80	16
EASTLA1_20140623_170936.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	EASTLA1_June_shorts_0623_0627	EASTLA1_June_shorts	8.00	4.22	0.80	16
EASTLA1_20140623_170952.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	EASTLA1_June_shorts_0623_0627	EASTLA1_June_shorts	8.00	4.22	0.80	16
EASTLA1_20140623_171040.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	EASTLA1_June_shorts_0623_0627	EASTLA1_June_shorts	8.00	4.22	0.80	16
